manner_of_death,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,gender
shot,gun,27.0,Hispanic,Alton,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,26.0,Black,DeSoto,TX,FALSE,undetermined,Foot,FALSE,Unknown,M
shot,machete,31.0,White,Jonesboro,AR,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,22.0,Black,Miami,FL,FALSE,undetermined,Foot,FALSE,Guns,M
shot,knife,41.0,Black,Spartanburg,SC,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,41.0,Black,Houston,TX,FALSE,other,Car,FALSE,Unarmed,M
shot,toy weapon,51.0,White,Columbia,MO,FALSE,attack,Car,TRUE,Other unusual objects,M
shot,gun,72.0,White,Cañon City,CO,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,52.0,Hispanic,Montclair,CA,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,knife,47.0,Hispanic,Shafter,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,18.0,Black,Chicago,IL,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,29.0,Hispanic,Hemet,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,23.0,Black,Jennings,MO,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,43.0,Hispanic,Phoenix,AZ,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,45.0,White,Panama City,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,White,Wilmore,KY,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,44.0,White,Sidney,NE,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,25.0,Hispanic,Mission,TX,FALSE,other,Not fleeing,FALSE,Guns,M
shot,unarmed,37.0,Native,Lakewood,WA,TRUE,other,Foot,FALSE,Unarmed,M
shot,knife,59.0,White,Irmo,SC,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,35.0,Hispanic,Los Angeles,CA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,unknown,35.0,Black,Trenton,NJ,FALSE,attack,Not fleeing,FALSE,Unknown,M
shot,unarmed,18.0,Black,Portsmouth,VA,FALSE,undetermined,Not fleeing,FALSE,Unarmed,M
shot,knife,51.0,Hispanic,Bisbee,AZ,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,30.0,White,Queens,NY,TRUE,attack,Foot,FALSE,Guns,M
shot,gun,31.0,Black,Fort Worth,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,39.0,Asian,Eldorado Springs,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,26.0,White,Sylmar,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,51.0,White,Rufe,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,19.0,Hispanic,Long Beach,CA,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,unknown,46.0,White,Windsor,CA,FALSE,attack,Car,FALSE,Unknown,F
shot,gun,49.0,White,Eugene,OR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,63.0,White,Miami,OK,FALSE,attack,Car,FALSE,Guns,M
shot,gun,20.0,Black,Trinidad,CO,FALSE,attack,Foot,TRUE,Guns,M
shot,machete,25.0,White,Victoria,TX,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,unarmed,24.0,Black,New York,NY,TRUE,attack,Foot,FALSE,Unarmed,M
shot,knife,58.0,White,Clermont,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,29.0,White,Bunch,OK,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,76.0,White,Kings County,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,45.0,White,Fountain Valley,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,hammer,20.0,Black,Detroit,MI,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,gun,58.0,White,Mansfield,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,21.0,Black,New Orleans,LA,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,27.0,White,Marion,IL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,26.0,White,Chickasha,OK,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,33.0,Hispanic,Mesa,AZ,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,Hispanic,Elk Grove,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,Black,Atlanta,GA,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,gun,53.0,Black,Emporia,VA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,53.0,White,Nashville,TN,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,42.0,Other,San Diego,CA,TRUE,other,Not fleeing,TRUE,Unarmed,M
shot and Tasered,metal object,22.0,Hispanic,El Paso,TX,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,gun,52.0,White,Smyrna,DE,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,36.0,White,Roosevelt,UT,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,gun,30.0,Black,Garland,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,Other,Garland,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,44.0,Hispanic,Albuquerque,NM,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,53.0,White,Chavies,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,36.0,White,Kennewick,WA,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,unarmed,29.0,Black,Venice,CA,FALSE,attack,Not fleeing,TRUE,Unarmed,M
shot,knife,32.0,Asian,South El Monte,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,46.0,White,Pulaski,VA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,18.0,White,Wake Forest,NC,FALSE,attack,Car,FALSE,Guns,M
shot,knife,38.0,White,Beacon,NY,FALSE,other,Car,FALSE,Sharp objects,M
shot,unknown,21.0,Black,Cerritos,CA,FALSE,attack,Car,FALSE,Unknown,M
shot,sword,35.0,White,Kearny,AZ,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,58.0,White,Constantia,NY,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,48.0,Black,Harvey,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,31.0,Black,Fridley,MN,FALSE,attack,Car,FALSE,Unknown,M
shot,gun,47.0,White,Tacoma,WA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,34.0,Black,Landover,MD,FALSE,other,Car,FALSE,Unknown,M
shot,unknown,30.0,Black,Fort Worth,TX,FALSE,attack,Car,FALSE,Unknown,M
shot,knife,28.0,White,St. Augustine,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,28.0,Black,Jacksonville,FL,FALSE,other,Foot,FALSE,Guns,M
shot,unknown,40.0,White,Rancho Santa Margarita,CA,TRUE,other,Not fleeing,FALSE,Unknown,M
shot and Tasered,gun,46.0,Other,Honolulu,HI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.0,White,Portage,MI,TRUE,attack,Car,FALSE,Guns,M
shot,gun,53.0,White,St. Augustine,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,41.0,White,Rockford,IL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,42.0,White,Sacramento,CA,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,45.0,Black,Harvey,IL,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,34.0,White,San Diego,CA,TRUE,attack,Foot,TRUE,Guns,M
shot,gun,18.0,White,St. Petersburg,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,sword,27.0,White,Ruidoso,NM,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,54.0,Hispanic,Arlington,VA,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,35.0,White,Cabot,AR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,17.0,White,Grand Junction,CO,FALSE,attack,Other,FALSE,Guns,M
shot,gun,29.0,Black,Lancaster,PA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,38.0,Black,Owensboro,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,26.0,Black,Omaha,NE,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,knife,52.0,White,Green,OH,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot and Tasered,knife,39.0,White,Gillette,WY,FALSE,other,Car,FALSE,Sharp objects,F
shot,gun,22.0,Hispanic,El Paso,TX,TRUE,undetermined,Not fleeing,FALSE,Guns,M
shot,knife,29.0,Black,Ft. Lauderdale,FL,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,43.0,White,North Charleston,SC,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,24.0,Hispanic,Hackensack,NJ,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,32.0,Black,Charleston,SC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,40.0,White,Somerset,PA,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,47.0,White,Sedalia,MO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,White,Eagar,AZ,FALSE,attack,Car,FALSE,Guns,M
shot,gun,25.0,Black,Detroit,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,White,Austin,TX,TRUE,attack,Not fleeing,FALSE,Guns,F
shot,knife,36.0,Black,Huntsville,AL,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,51.0,Black,Queens,NY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,24.0,White,Bossier City,LA,FALSE,attack,Not fleeing,FALSE,Unknown,M
shot,gun,62.0,White,Snohomish,WA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,39.0,White,Ideal Beach,NJ,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,toy weapon,24.0,White,Edmond,OK,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,knife,57.0,White,Rockville,GA,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot and Tasered,unarmed,20.0,Other,Long Beach,CA,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot and Tasered,screwdriver,33.0,White,Alpine,CA,TRUE,other,Not fleeing,FALSE,Piercing objects,M
shot,gun,60.0,White,Lancaster,SC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,32.0,Black,Northglenn,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,Black,Carrollton,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,lawn mower blade,18.0,White,Trenton,MI,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,36.0,Black,Lyndhurst,NJ,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,35.0,White,Okmulgee County,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,55.0,White,Wilderville,OR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,19.0,White,Cottonwood,AZ,FALSE,attack,Foot,FALSE,Unarmed,M
shot,toy weapon,39.0,Hispanic,Nashville,TN,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,toy weapon,47.0,White,Palestine,TX,FALSE,attack,Not fleeing,TRUE,Other unusual objects,M
shot,gun,23.0,White,Greece,NY,TRUE,attack,Other,FALSE,Guns,M
shot,knife,26.0,Black,Roslindale,MA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,26.0,White,Azle,TX,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,18.0,Hispanic,Ellis County,TX,TRUE,attack,Car,FALSE,Guns,M
shot,knife,33.0,Hispanic,Fuqua,TX,FALSE,other,Car,FALSE,Sharp objects,M
shot,gun,56.0,White,Byram,NJ,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,46.0,Hispanic,Delano,CA,FALSE,attack,Car,FALSE,Guns,M
shot and Tasered,unarmed,36.0,Hispanic,Los Lunas,NM,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,50.0,Hispanic,Santa Maria,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,45.0,White,Morgantown,WV,FALSE,other,Car,FALSE,Unknown,F
shot,gun,53.0,White,North Port,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,45.0,Hispanic,Watsonsville,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,box cutter,42.0,White,Midland,TX,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,27.0,Hispanic,Strasburg,CO,FALSE,attack,Car,FALSE,Guns,M
shot and Tasered,gun,30.0,Black,Oakland,CA,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,36.0,White,Melbourne,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,58.0,White,Woodland,WA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,30.0,Hispanic,Anaheim,CA,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,69.0,White,Sun City,AZ,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,30.0,White,Findlay,OH,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,45.0,White,Tomball,TX,FALSE,attack,Car,FALSE,Guns,M
shot,gun,22.0,Black,Cincinnati,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,28.0,White,Des Moines,IA,FALSE,other,Car,FALSE,Unarmed,M
shot,gun,19.0,Black,Bronx,NY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,Black,Pompano Beach,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,46.0,Black,Miami,FL,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,28.0,Hispanic,Bexar County,TX,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,22.0,Hispanic,Hackensack,NJ,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,toy weapon,17.0,White,Kokomo,IN,TRUE,attack,Not fleeing,FALSE,Other unusual objects,F
shot,gun,46.0,White,Fort Wayne,IN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,flagpole,35.0,Black,Louisville,KY,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,guns and explosives,35.0,White,Hutchins,TX,TRUE,attack,Not fleeing,FALSE,Multiple,M
shot,unknown,28.0,Hispanic,Stockton,CA,FALSE,attack,Car,FALSE,Unknown,M
shot,gun,15.0,White,Cocoa,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,22.0,Black,South Lake Tahoe,CA,FALSE,other,Foot,FALSE,Unarmed,M
shot,gun,28.0,Hispanic,Visalia,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,Native,Wood Lake,ND,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,White,Clanton,AL,FALSE,attack,Car,FALSE,Guns,F
shot,gun,48.0,White,Hobbs,NM,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,58.0,White,Coney Island,NY,FALSE,attack,Foot,FALSE,Sharp objects,M
shot,knife,44.0,Hispanic,Boston,MA,TRUE,other,Foot,FALSE,Sharp objects,M
shot,gun,21.0,Black,Cincinnati,OH,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,50.0,Hispanic,Greeley,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,23.0,Black,Chicago,IL,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,24.0,Hispanic,Azusa,CA,TRUE,other,Not fleeing,FALSE,Unarmed,M
shot,cordless drill,49.0,White,Houston,TX,TRUE,other,Not fleeing,FALSE,Piercing objects,M
shot,gun,60.0,White,Ronda,NC,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,35.0,Hispanic,Citrus Heights,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,29.0,White,Augusta,GA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,20.0,Black,Pittsburgh,PA,FALSE,attack,Car,FALSE,Guns,M
shot,unarmed,34.0,White,Indianapolis,IN,FALSE,other,Car,FALSE,Unarmed,M
shot,knife,22.0,White,Hutchinson,KS,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,49.0,White,Weatherford,TX,TRUE,other,Foot,FALSE,Sharp objects,M
shot,gun,32.0,White,Omaha,NE,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,26.0,Black,York County,VA,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,unarmed,41.0,Black,Owings Mills,MD,TRUE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,61.0,White,Fresno,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,49.0,White,Malone,NY,FALSE,attack,Other,FALSE,Guns,M
shot,gun,28.0,Hispanic,San Antonio,TX,FALSE,other,Foot,FALSE,Guns,M
shot,gun,35.0,White,Tahlequah,OK,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,toy weapon,29.0,White,Portland,OR,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,51.0,White,Edinburg,NY,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,52.0,White,Franklin,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,24.0,Black,McMinnville,OR,FALSE,attack,Foot,FALSE,Unknown,M
shot,gun,32.0,White,Josephine County,OR,FALSE,attack,Car,FALSE,Guns,M
shot,toy weapon,45.0,White,Brockton,MA,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,knife,60.0,Asian,San Diego,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,23.0,Black,Jacksonville,FL,FALSE,attack,Foot,FALSE,Unarmed,M
shot,gun,46.0,Hispanic,Lancaster,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,Hispanic,Camden,NJ,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,White,Miami Beach,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,knife,27.0,Hispanic,West Covina,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,42.0,Black,Oklahoma City,OK,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,37.0,White,Morristown,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,23.0,Black,Newport News,VA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,36.0,White,Henderson,NV,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,19.0,White,Pleasanton,CA,FALSE,attack,Foot,FALSE,Unarmed,M
shot,gun,35.0,White,Austin,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,43.0,White,Hawaiian Gardens,CA,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot and Tasered,toy weapon,25.0,White,Austin,TX,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,20.0,White,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,42.0,White,Bath,NH,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,knife,29.0,Black,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot and Tasered,knife,42.0,Hispanic,Atwater,CA,FALSE,attack,Car,FALSE,Sharp objects,M
shot and Tasered,unknown,31.0,White,Lakewood,CA,TRUE,attack,Other,FALSE,Unknown,M
shot,gun,18.0,Black,Houston,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,metal pole,33.0,White,Mesa,AZ,FALSE,other,Not fleeing,FALSE,Blunt instruments,M
shot,gun,59.0,White,Dallas,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,47.0,Hispanic,Bakersfield,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,39.0,Hispanic,Edinburg,TX,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,37.0,Black,Atlantic City,NJ,FALSE,attack,Foot,FALSE,Sharp objects,M
shot,gun,35.0,White,Sugar Creek,MO,FALSE,attack,Car,FALSE,Guns,M
shot,knife,28.0,White,Elizabethtown,KY,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,59.0,White,Beaverton,OR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,62.0,White,Ashe County,NC,FALSE,attack,Car,TRUE,Unknown,M
shot,gun,50.0,White,Parowan,UT,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,68.0,White,Phoenix,AZ,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,27.0,Black,Chicago,IL,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,17.0,White,Boulder Creek,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,sword,21.0,Black,Kansas City,MO,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot and Tasered,Taser,38.0,White,Los Angeles,CA,FALSE,attack,Other,FALSE,Electrical devices,M
shot,gun,54.0,White,Las Vegas,NV,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,gun,20.0,Black,Covington,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,White,Olivehurst,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,35.0,Native,Denver,CO,TRUE,other,Foot,FALSE,Sharp objects,M
shot,gun,60.0,White,Austin,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,24.0,White,River Forest,IL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,White,Casper,WY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,unarmed,36.0,Black,Plantation,FL,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,20.0,Black,Stone Mountain,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,24.0,White,Dunsmuir,CA,FALSE,attack,Car,FALSE,Guns,M
shot,unknown,23.0,Hispanic,Lynn,MA,FALSE,attack,Not fleeing,FALSE,Unknown,M
shot and Tasered,box cutter,41.0,White,Los Angeles,CA,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,20.0,Black,Mascotte,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,metal pipe,43.0,White,Marion,MI,TRUE,other,Not fleeing,FALSE,Blunt instruments,M
shot,sword,29.0,Hispanic,Wauwatosa,WI,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,35.0,Black,Homestead,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,30.0,White,Kansas City,KS,FALSE,attack,Other,FALSE,Guns,M
shot,gun,24.0,Other,Chattanooga,TN,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,23.0,Native,Cheyenne,WY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,29.0,White,Opp,AL,FALSE,attack,Foot,FALSE,Guns,M
shot and Tasered,metal hand tool,25.0,Black,Moreno Valley,CA,TRUE,other,Not fleeing,FALSE,Hand tools,M
shot,knife,27.0,White,Seattle,WA,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,50.0,White,Needles,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,19.0,Black,Memphis,TN,FALSE,attack,Foot,FALSE,Unarmed,M
shot,unknown,24.0,Hispanic,Brownsville,TX,FALSE,other,Other,FALSE,Unknown,M
shot and Tasered,unarmed,23.0,Black,Orlando,FL,FALSE,attack,Foot,FALSE,Unarmed,M
shot,knife,22.0,White,Fort Collins,CO,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,46.0,White,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,65.0,White,Colby,KS,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,43.0,Black,Mt. Auburn,OH,FALSE,other,Car,TRUE,Unarmed,M
shot,gun,35.0,White,Winnie,TX,FALSE,attack,Other,FALSE,Guns,M
shot,unarmed,47.0,White,White,GA,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,24.0,White,Oakland Park,FL,FALSE,other,Car,FALSE,Guns,M
shot,gun,35.0,White,Jesup,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,Hispanic,Monroe,WI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,Black,Philadelphia,PA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,knife,26.0,Black,Oklahoma City,OK,FALSE,other,Other,FALSE,Sharp objects,M
shot,gun,34.0,Black,Dayton,OH,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,32.0,White,Myrtle Beach,SC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,47.0,White,Douglas,WY,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,44.0,White,Meadow Vista,CA,TRUE,attack,Not fleeing,FALSE,Guns,F
shot and Tasered,unarmed,31.0,White,Plymouth,MN,TRUE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,44.0,White,Studio City,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,knife,30.0,White,Pinnacle,NC,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,blunt object,60.0,White,New Orleans,LA,TRUE,attack,Car,FALSE,Blunt instruments,M
shot,gun,50.0,White,Decatur,GA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,36.0,Black,Las Vegas,NV,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,59.0,Black,Micanopy,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,Black,Shreveport,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,19.0,White,Seneca,SC,FALSE,other,Other,FALSE,Unknown,M
shot,knife,56.0,White,Irmo,SC,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,toy weapon,45.0,White,Houma,LA,TRUE,attack,Car,FALSE,Other unusual objects,M
shot and Tasered,knife,22.0,White,Boulder,CO,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,34.0,Hispanic,Las Cruces,NM,FALSE,undetermined,Foot,FALSE,Guns,M
shot,gun,53.0,White,Logan,UT,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,48.0,White,Gardnerville Ranchos,NV,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,25.0,White,Dunsmuir,CA,FALSE,attack,Car,FALSE,Guns,M
shot,gun,30.0,Hispanic,Fort Worth,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,metal stick,47.0,Hispanic,Whittier,CA,FALSE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,gun,33.0,Hispanic,Albuquerque,NM,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,34.0,White,Roswell,NM,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,29.0,Hispanic,Tucson,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,63.0,White,Houston,TX,TRUE,other,Not fleeing,FALSE,Unknown,M
